seqnames	start	end	width	strand	peak_name
chr1	119776922	119777200	279	*	peak_7467
chr1	75146235	75146693	459	*	peak_7468
chr1	97823257	97823644	388	*	peak_7469
chr1	127816381	127816541	161	*	peak_7470
chr1	67015996	67016114	119	*	peak_7471
chr1	24012989	24013254	266	*	peak_7472
chr1	156037219	156037620	402	*	peak_7473
chr1	183087524	183087949	426	*	peak_7474
chr1	172191434	172191735	302	*	peak_7475
chr1	153231468	153231734	267	*	peak_7476
chr1	37369661	37369893	233	*	peak_7477
chr1	190933648	190933919	272	*	peak_7478
chr1	190127261	190127691	431	*	peak_7479
chr1	171272619	171272969	351	*	peak_7480
chr1	150565002	150565457	456	*	peak_7481
chr1	133647008	133647414	407	*	peak_7482
chr1	160086702	160087015	314	*	peak_7483
chr1	60082737	60083079	343	*	peak_7484
chr1	138826498	138826904	407	*	peak_7485
chr1	118322840	118323056	217	*	peak_7486
chr1	180726820	180727079	260	*	peak_7487
chr1	74748619	74748814	196	*	peak_7488
chr1	91301521	91301853	333	*	peak_7489
chr1	90802969	90803221	253	*	peak_7490
chr1	43986357	43986518	162	*	peak_7491
chr1	86025890	86026107	218	*	peak_7492
chr1	36312002	36312420	419	*	peak_7493
chr1	167373755	167374037	283	*	peak_7494
chr1	52459653	52459949	297	*	peak_7495
chr1	119624533	119624653	121	*	peak_7496
chr1	82342211	82342409	199	*	peak_7497
chr1	74571362	74571643	282	*	peak_7498
chr1	133645944	133646074	131	*	peak_7499
chr1	127816727	127817100	374	*	peak_7500
chr1	36712437	36712901	465	*	peak_7501
chr1	37432809	37433172	364	*	peak_7502
chr1	91300357	91300805	449	*	peak_7503
chr1	133324268	133324722	455	*	peak_7504
chr1	118420782	118421144	363	*	peak_7505
chr1	72259728	72260047	320	*	peak_7506
chr1	151571904	151572175	272	*	peak_7507
chr1	83256849	83256980	132	*	peak_7508
chr1	75438755	75439139	385	*	peak_7509
chr1	43076680	43077021	342	*	peak_7510
chr1	107155824	107155932	109	*	peak_7511
chr1	169952383	169952616	234	*	peak_7512
chr1	92935733	92936078	346	*	peak_7513
chr1	44552692	44552792	101	*	peak_7514
chr1	84371318	84371547	230	*	peak_7515
chr1	36145224	36145491	268	*	peak_7516
chr1	75498692	75498826	135	*	peak_7517
chr1	97645887	97646177	291	*	peak_7518
chr1	64535541	64535975	435	*	peak_7519
chr1	39901841	39902036	196	*	peak_7520
chr1	34536564	34536884	321	*	peak_7521
chr1	87191429	87191673	245	*	peak_7522
chr1	171241085	171241262	178	*	peak_7523
chr1	163703436	163703854	419	*	peak_7524
chr1	144244740	144244872	133	*	peak_7525
chr1	90205017	90205516	500	*	peak_7526
chr1	160227383	160227564	182	*	peak_7527
chr1	159233648	159234069	422	*	peak_7528
chr1	98421875	98422305	431	*	peak_7529
chr1	151480426	151480540	115	*	peak_7530
chr1	138485208	138485455	248	*	peak_7531
chr1	86158568	86158755	188	*	peak_7532
chr1	38054648	38054958	311	*	peak_7533
chr1	52166224	52166332	109	*	peak_7534
chr1	144244894	144245104	211	*	peak_7535
chr1	172323208	172323371	164	*	peak_7536
chr1	37762210	37762671	462	*	peak_7537
chr1	190951034	190951157	124	*	peak_7538
chr1	31190823	31191097	275	*	peak_7539
chr1	4495992	4496278	287	*	peak_7540
chr1	87216586	87216855	270	*	peak_7541
chr1	154203127	154203355	229	*	peak_7542
chr1	86027814	86027933	120	*	peak_7543
chr1	184790255	184790561	307	*	peak_7544
chr1	91299807	91300023	217	*	peak_7545
chr1	75138529	75138782	254	*	peak_7546
chr1	80292104	80292380	277	*	peak_7547
chr1	59109586	59109837	252	*	peak_7548
chr1	138118606	138118723	118	*	peak_7549
chr1	37638000	37638392	393	*	peak_7550
chr1	133659347	133659465	119	*	peak_7551
chr1	44011095	44011557	463	*	peak_7552
chr1	20731715	20732071	357	*	peak_7553
chr1	79794835	79795285	451	*	peak_7554
chr1	45796839	45796957	119	*	peak_7555
chr1	109984859	109985175	317	*	peak_7556
chr1	150453065	150453316	252	*	peak_7557
chr1	105522506	105522838	333	*	peak_7558
chr1	55133563	55134056	494	*	peak_7559
chr1	134298752	134299030	279	*	peak_7560
chr1	69827490	69827662	173	*	peak_7561
chr1	18115841	18116066	226	*	peak_7562
chr1	82843127	82843577	451	*	peak_7563
chr1	135842443	135842760	318	*	peak_7564
chr1	191067994	191068330	337	*	peak_7565
chr1	75310475	75310701	227	*	peak_7566
chr1	138064742	138065139	398	*	peak_7567
chr1	86586568	86586778	211	*	peak_7568
chr1	175699777	175700193	417	*	peak_7569
chr1	87208683	87209102	420	*	peak_7570
chr1	125411016	125411407	392	*	peak_7571
chr1	139250322	139250633	312	*	peak_7572
chr1	55133585	55133987	403	*	peak_7573
chr1	22540435	22540900	466	*	peak_7574
chr1	38866082	38866518	437	*	peak_7575
chr1	58587060	58587260	201	*	peak_7576
chr1	93834444	93834797	354	*	peak_7577
chr1	133311065	133311397	333	*	peak_7578
chr1	172082979	172083385	407	*	peak_7579
chr1	43123898	43124050	153	*	peak_7580
chr1	52167519	52167650	132	*	peak_7581
chr1	92600256	92600676	421	*	peak_7582
chr1	183297576	183297762	187	*	peak_7583
chr1	75454160	75454501	342	*	peak_7584
chr1	75172714	75172914	201	*	peak_7585
chr1	150564669	150564890	222	*	peak_7586
chr1	4808254	4808727	474	*	peak_7587
chr1	37872247	37872603	357	*	peak_7588
chr1	91323488	91323859	372	*	peak_7589
chr1	87408198	87408341	144	*	peak_7590
chr1	119696208	119696421	214	*	peak_7591
chr1	163932084	163932479	396	*	peak_7592
chr1	56636109	56636351	243	*	peak_7593
chr1	152520805	152521168	364	*	peak_7594
chr1	36539729	36539929	201	*	peak_7595
chr1	31228138	31228288	151	*	peak_7596
chr1	66926702	66927139	438	*	peak_7597
chr1	161396376	161396736	361	*	peak_7598
chr1	161092132	161092374	243	*	peak_7599
chr1	183135985	183136122	138	*	peak_7600
chr1	74395538	74395898	361	*	peak_7601
chr1	75314526	75314801	276	*	peak_7602
chr1	135305354	135305690	337	*	peak_7603
chr1	66704547	66704720	174	*	peak_7604
chr1	135265871	135266303	433	*	peak_7605
chr1	93918371	93918665	295	*	peak_7606
chr1	18115338	18115650	313	*	peak_7607
chr1	10041853	10041979	127	*	peak_7608
chr1	65107775	65108157	383	*	peak_7609
chr1	24681411	24681643	233	*	peak_7610
chr1	138829361	138829723	363	*	peak_7611
chr1	65072601	65072849	249	*	peak_7612
chr1	60182826	60183088	263	*	peak_7613
chr1	135953691	135953880	190	*	peak_7614
chr1	171214932	171215191	260	*	peak_7615
chr1	59051837	59052099	263	*	peak_7616
chr1	60146995	60147378	384	*	peak_7617
chr1	153781485	153781968	484	*	peak_7618
chr1	91148675	91148874	200	*	peak_7619
chr1	84757100	84757562	463	*	peak_7620
chr1	136182503	136182754	252	*	peak_7621
chr1	18251375	18251672	298	*	peak_7622
chr1	135387047	135387442	396	*	peak_7623
chr1	120491035	120491215	181	*	peak_7624
chr1	191048687	191048885	199	*	peak_7625
chr1	156035909	156036056	148	*	peak_7626
chr1	34581130	34581374	245	*	peak_7627
chr1	136019812	136020027	216	*	peak_7628
chr1	191909700	191909855	156	*	peak_7629
chr1	66175922	66176370	449	*	peak_7630
chr1	163942916	163943262	347	*	peak_7631
chr1	128245348	128245774	427	*	peak_7632
chr1	93374483	93374872	390	*	peak_7633
chr1	88206452	88206575	124	*	peak_7634
chr1	127491261	127491735	475	*	peak_7635
chr1	74285312	74285807	496	*	peak_7636
chr1	107154463	107154894	432	*	peak_7637
chr1	75213027	75213520	494	*	peak_7638
chr1	150363977	150364307	331	*	peak_7639
chr1	132569683	132569883	201	*	peak_7640
chr1	157099522	157100014	493	*	peak_7641
chr1	150564850	150565274	425	*	peak_7642
chr1	146502928	146503371	444	*	peak_7643
chr1	56970718	56971025	308	*	peak_7644
chr1	75476633	75476781	149	*	peak_7645
chr1	178189831	178190277	447	*	peak_7646
chr1	165764879	165765051	173	*	peak_7647
chr1	13142739	13142942	204	*	peak_7648
chr1	173594415	173594537	123	*	peak_7649
chr1	135802230	135802387	158	*	peak_7650
chr1	107522413	107522814	402	*	peak_7651
chr1	171411401	171411838	438	*	peak_7652
chr1	65049284	65049456	173	*	peak_7653
chr1	33747107	33747291	185	*	peak_7654
chr1	175060535	175060833	299	*	peak_7655
chr1	172483264	172483527	264	*	peak_7656
chr1	36140252	36140668	417	*	peak_7657
chr1	39536093	39536480	388	*	peak_7658
chr1	59122310	59122750	441	*	peak_7659
chr1	66471322	66471527	206	*	peak_7660
chr1	125914204	125914304	101	*	peak_7661
chr1	4808598	4808786	189	*	peak_7662
chr1	170277888	170278065	178	*	peak_7663
chr1	62704188	62704342	155	*	peak_7664
chr1	191721664	191721836	173	*	peak_7665
chr1	67002213	67002619	407	*	peak_7666
chr1	171231759	171231878	120	*	peak_7667
chr1	193176368	193176646	279	*	peak_7668
chr1	60261734	60262082	349	*	peak_7669
chr1	34012362	34012543	182	*	peak_7670
chr1	161018098	161018568	471	*	peak_7671
chr1	192845234	192845428	195	*	peak_7672
chr1	184815003	184815113	111	*	peak_7673
chr1	174331798	174332188	391	*	peak_7674
chr1	171058241	171058437	197	*	peak_7675
chr1	86048241	86048628	388	*	peak_7676
chr1	91053993	91054273	281	*	peak_7677
chr1	155159523	155160001	479	*	peak_7678
chr1	87209670	87209892	223	*	peak_7679
chr1	6206496	6206626	131	*	peak_7680
chr1	60913289	60913754	466	*	peak_7681
chr1	60072530	60072785	256	*	peak_7682
chr1	171219335	171219731	397	*	peak_7683
chr1	34240482	34240849	368	*	peak_7684
chr1	153786344	153786740	397	*	peak_7685
chr1	171330896	171331350	455	*	peak_7686
chr1	86022534	86022657	124	*	peak_7687
chr1	183277445	183277788	344	*	peak_7688
chr1	191722140	191722468	329	*	peak_7689
chr1	74601848	74602244	397	*	peak_7690
chr1	93715396	93715580	185	*	peak_7691
chr1	167620205	167620571	367	*	peak_7692
chr1	174161792	174162169	378	*	peak_7693
chr1	62706733	62707009	277	*	peak_7694
chr1	173860767	173860874	108	*	peak_7695
chr1	50932412	50932566	155	*	peak_7696
chr1	162796388	162796543	156	*	peak_7697
chr1	74596877	74597221	345	*	peak_7698
chr1	85247930	85248220	291	*	peak_7699
chr1	15854602	15854970	369	*	peak_7700
chr1	132194248	132194613	366	*	peak_7701
chr1	58450641	58450958	318	*	peak_7702
chr1	134388539	134388788	250	*	peak_7703
chr1	180979850	180980168	319	*	peak_7704
chr1	91540811	91541225	415	*	peak_7705
chr1	195105680	195106066	387	*	peak_7706
chr1	144009122	144009502	381	*	peak_7707
chr1	90918839	90919016	178	*	peak_7708
chr1	191173905	191174302	398	*	peak_7709
chr1	91180427	91180792	366	*	peak_7710
chr1	130932937	130933115	179	*	peak_7711
chr1	75186308	75186537	230	*	peak_7712
chr1	118389894	118390244	351	*	peak_7713
chr1	191722000	191722283	284	*	peak_7714
chr1	134297160	134297525	366	*	peak_7715
chr1	138064066	138064343	278	*	peak_7716
chr1	161495454	161495859	406	*	peak_7717
chr1	37468250	37468683	434	*	peak_7718
chr1	174052462	174052704	243	*	peak_7719
chr1	172066297	172066703	407	*	peak_7720
chr1	156011519	156011810	292	*	peak_7721
chr1	73915506	73915646	141	*	peak_7722
chr1	177442656	177442763	108	*	peak_7723
chr1	74156027	74156256	230	*	peak_7724
chr1	160990432	160990575	144	*	peak_7725
chr1	131639448	131639808	361	*	peak_7726
chr1	118392190	118392386	197	*	peak_7727
chr1	5073641	5073872	232	*	peak_7728
chr1	173521981	173522110	130	*	peak_7729
chr1	164291539	164291714	176	*	peak_7730
chr1	155287346	155287558	213	*	peak_7731
chr1	191537947	191538293	347	*	peak_7732
chr1	180170733	180170958	226	*	peak_7733
chr1	65313152	65313324	173	*	peak_7734
chr1	127817948	127818058	111	*	peak_7735
chr1	56971239	56971713	475	*	peak_7736
chr1	191164635	191164926	292	*	peak_7737
chr1	121320343	121320701	359	*	peak_7738
chr1	180179315	180179702	388	*	peak_7739
chr1	172562368	172562721	354	*	peak_7740
chr1	90766903	90767104	202	*	peak_7741
chr1	78819399	78819794	396	*	peak_7742
chr1	161089589	161089969	381	*	peak_7743
chr1	67001972	67002290	319	*	peak_7744
chr1	10026157	10026628	472	*	peak_7745
chr1	79734892	79735027	136	*	peak_7746
chr1	11414347	11414756	410	*	peak_7747
chr1	53064843	53065233	391	*	peak_7748
chr1	6731270	6731424	155	*	peak_7749
chr1	75309760	75310073	314	*	peak_7750
chr1	78513958	78514163	206	*	peak_7751
chr1	153665759	153665966	208	*	peak_7752
chr1	195137377	195137541	165	*	peak_7753
chr1	54647225	54647724	500	*	peak_7754
chr1	152841159	152841624	466	*	peak_7755
chr1	78419751	78420205	455	*	peak_7756
chr1	106539133	106539472	340	*	peak_7757
chr1	90958452	90958655	204	*	peak_7758
chr1	125917230	125917381	152	*	peak_7759
chr1	118421103	118421453	351	*	peak_7760
chr1	91376570	91376723	154	*	peak_7761
chr1	133384281	133384747	467	*	peak_7762
chr1	93688051	93688284	234	*	peak_7763
chr1	118548439	118548908	470	*	peak_7764
chr1	4293680	4293938	259	*	peak_7765
chr1	87191969	87192313	345	*	peak_7766
chr1	39902372	39902822	451	*	peak_7767
chr1	75217237	75217368	132	*	peak_7768
chr1	106713139	106713529	391	*	peak_7769
chr1	166201658	166201937	280	*	peak_7770
chr1	88409938	88410160	223	*	peak_7771
chr1	166665167	166665393	227	*	peak_7772
chr1	150100146	150100390	245	*	peak_7773
chr1	171272013	171272183	171	*	peak_7774
chr1	40774943	40775284	342	*	peak_7775
chr1	87327085	87327546	462	*	peak_7776
chr1	98423744	98424227	484	*	peak_7777
chr1	60438413	60438578	166	*	peak_7778
chr1	58032547	58033026	480	*	peak_7779
chr1	156805666	156806037	372	*	peak_7780
chr1	71243979	71244324	346	*	peak_7781
chr1	118420912	118421379	468	*	peak_7782
chr1	191353551	191354045	495	*	peak_7783
chr1	170232909	170233026	118	*	peak_7784
chr1	44087706	44087857	152	*	peak_7785
chr1	4909724	4909888	165	*	peak_7786
chr1	38068838	38069247	410	*	peak_7787
chr1	88407252	88407598	347	*	peak_7788
chr1	58554241	58554547	307	*	peak_7789
chr1	190929459	190929884	426	*	peak_7790
chr1	125397023	125397293	271	*	peak_7791
chr1	159741575	159741884	310	*	peak_7792
chr1	44093166	44093524	359	*	peak_7793
chr1	187217370	187217480	111	*	peak_7794
chr1	74594838	74595302	465	*	peak_7795
chr1	130866265	130866562	298	*	peak_7796
chr1	130647981	130648345	365	*	peak_7797
chr1	189209158	189209333	176	*	peak_7798
chr1	93793614	93794069	456	*	peak_7799
chr1	58447503	58447607	105	*	peak_7800
chr1	161818096	161818580	485	*	peak_7801
chr1	52634105	52634370	266	*	peak_7802
chr1	181151557	181151723	167	*	peak_7803
chr1	75183920	75184220	301	*	peak_7804
chr1	53807249	53807403	155	*	peak_7805
chr1	171289628	171290069	442	*	peak_7806
chr1	133311598	133312087	490	*	peak_7807
chr1	172198672	172198941	270	*	peak_7808
chr1	180643700	180643881	182	*	peak_7809
chr1	161854292	161854480	189	*	peak_7810
chr1	172100770	172100979	210	*	peak_7811
chr1	9970874	9971283	410	*	peak_7812
chr1	182319378	182319506	129	*	peak_7813
chr1	63049377	63049505	129	*	peak_7814
chr1	59642094	59642319	226	*	peak_7815
chr1	193303670	193304111	442	*	peak_7816
chr1	183276776	183277261	486	*	peak_7817
chr1	40085631	40086081	451	*	peak_7818
chr1	6736821	6737039	219	*	peak_7819
chr1	5083806	5083910	105	*	peak_7820
chr1	162917837	162918062	226	*	peak_7821
chr1	118421501	118421657	157	*	peak_7822
chr1	164276142	164276306	165	*	peak_7823
chr1	5589369	5589803	435	*	peak_7824
chr1	132990432	132990550	119	*	peak_7825
chr1	146498482	146498643	162	*	peak_7826
chr1	161847051	161847535	485	*	peak_7827
chr1	165794494	165794800	307	*	peak_7828
chr1	139249961	139250154	194	*	peak_7829
chr1	194619976	194620244	269	*	peak_7830
chr1	179961461	179961768	308	*	peak_7831
chr1	156815757	156816086	330	*	peak_7832
chr1	4862661	4863127	467	*	peak_7833
chr1	65163347	65163581	235	*	peak_7834
chr1	4493691	4494135	445	*	peak_7835
chr1	185367720	185367860	141	*	peak_7836
chr1	38989623	38989990	368	*	peak_7837
chr1	51471624	51471865	242	*	peak_7838
chr1	22288111	22288398	288	*	peak_7839
chr1	171275206	171275434	229	*	peak_7840
chr1	10033447	10033701	255	*	peak_7841
chr1	6733385	6733558	174	*	peak_7842
chr1	75237191	75237378	188	*	peak_7843
chr1	161073235	161073457	223	*	peak_7844
chr1	40468788	40469288	501	*	peak_7845
chr1	156813204	156813589	386	*	peak_7846
chr1	75139432	75139795	364	*	peak_7847
chr1	21241165	21241651	487	*	peak_7848
chr1	65176902	65177316	415	*	peak_7849
chr1	40469593	40470007	415	*	peak_7850
chr1	89455317	89455489	173	*	peak_7851
chr1	74680996	74681307	312	*	peak_7852
chr1	172502348	172502450	103	*	peak_7853
chr1	59122447	59122884	438	*	peak_7854
chr1	165329487	165329676	190	*	peak_7855
chr1	34544713	34544907	195	*	peak_7856
chr1	78818702	78819002	301	*	peak_7857
chr1	132192515	132192746	232	*	peak_7858
chr1	38941887	38941996	110	*	peak_7859
chr1	88307191	88307510	320	*	peak_7860
chr1	44011517	44011681	165	*	peak_7861
chr1	135836748	135837080	333	*	peak_7862
chr1	180935703	180935921	219	*	peak_7863
chr1	118851157	118851257	101	*	peak_7864
chr1	78467683	78467857	175	*	peak_7865
chr1	134348148	134348521	374	*	peak_7866
chr1	63179896	63180060	165	*	peak_7867
chr1	83164005	83164327	323	*	peak_7868
chr1	125397819	125398267	449	*	peak_7869
chr1	107155630	107155742	113	*	peak_7870
chr1	143741535	143741647	113	*	peak_7871
chr1	132510267	132510654	388	*	peak_7872
chr1	63699652	63699994	343	*	peak_7873
chr1	128333999	128334268	270	*	peak_7874
chr1	37877002	37877256	255	*	peak_7875
chr1	77403063	77403525	463	*	peak_7876
chr1	180980988	180981159	172	*	peak_7877
chr1	132530111	132530573	463	*	peak_7878
chr1	91544379	91544519	141	*	peak_7879
chr1	105629399	105629594	196	*	peak_7880
chr1	37215656	37215868	213	*	peak_7881
chr1	172483956	172484163	208	*	peak_7882
chr1	6731147	6731419	273	*	peak_7883
chr1	183090768	183091138	371	*	peak_7884
chr1	132992381	132992766	386	*	peak_7885
chr1	191170437	191170886	450	*	peak_7886
chr1	93440043	93440525	483	*	peak_7887
chr1	4911942	4912277	336	*	peak_7888
chr1	138485132	138485620	489	*	peak_7889
chr1	93485049	93485195	147	*	peak_7890
chr1	192513528	192513640	113	*	peak_7891
chr1	60142774	60142929	156	*	peak_7892
chr1	189643991	189644124	134	*	peak_7893
chr1	140089282	140089725	444	*	peak_7894
chr1	130579099	130579280	182	*	peak_7895
chr1	52153777	52154235	459	*	peak_7896
chr1	34439105	34439209	105	*	peak_7897
chr1	65072753	65073041	289	*	peak_7898
chr1	87757285	87757460	176	*	peak_7899
chr1	121559052	121559516	465	*	peak_7900
chr1	153464995	153465484	490	*	peak_7901
chr1	75308827	75309285	459	*	peak_7902
chr1	157141536	157141705	170	*	peak_7903
chr1	130830629	130830747	119	*	peak_7904
chr1	39541372	39541678	307	*	peak_7905
chr1	87197860	87198306	447	*	peak_7906
chr1	169934096	169934483	388	*	peak_7907
chr1	134494810	134495029	220	*	peak_7908
chr1	130692798	130693104	307	*	peak_7909
chr1	43073184	43073550	367	*	peak_7910
chr1	174393333	174393783	451	*	peak_7911
chr1	106011876	106012339	464	*	peak_7912
chr1	97822408	97822810	403	*	peak_7913
chr1	74362480	74362756	277	*	peak_7914
chr1	53763840	53764112	273	*	peak_7915
chr1	55238877	55239079	203	*	peak_7916
chr1	183391432	183391855	424	*	peak_7917
chr1	43934169	43934498	330	*	peak_7918
chr1	180172429	180172653	225	*	peak_7919
chr1	24013299	24013615	317	*	peak_7920
chr1	86304311	86304806	496	*	peak_7921
chr1	60113697	60113971	275	*	peak_7922
chr1	118849189	118849630	442	*	peak_7923
chr1	58530708	58530888	181	*	peak_7924
chr1	75143418	75143708	291	*	peak_7925
chr1	5590536	5590971	436	*	peak_7926
chr1	65167685	65168070	386	*	peak_7927
chr1	139424097	139424256	160	*	peak_7928
chr1	158657274	158657648	375	*	peak_7929
chr1	88166967	88167252	286	*	peak_7930
chr1	79438426	79438624	199	*	peak_7931
chr1	152802163	152802334	172	*	peak_7932
chr1	79435512	79435969	458	*	peak_7933
chr1	157176677	157177134	458	*	peak_7934
chr1	192514404	192514633	230	*	peak_7935
chr1	80505762	80506062	301	*	peak_7936
chr1	171286089	171286473	385	*	peak_7937
chr1	195103926	195104133	208	*	peak_7938
chr1	74544583	74544984	402	*	peak_7939
chr1	165609789	165610246	458	*	peak_7940
chr1	153780265	153780615	351	*	peak_7941
chr1	180694668	180695057	390	*	peak_7942
chr1	51469502	51469731	230	*	peak_7943
chr1	165878103	165878593	491	*	peak_7944
chr1	56637774	56638260	487	*	peak_7945
chr1	52929455	52929719	265	*	peak_7946
chr1	170234323	170234672	350	*	peak_7947
chr1	162573103	162573523	421	*	peak_7948
chr1	162794616	162794993	378	*	peak_7949
chr1	45922717	45922920	204	*	peak_7950
chr1	153877393	153877866	474	*	peak_7951
chr1	182770374	182770587	214	*	peak_7952
chr1	86357901	86358162	262	*	peak_7953
chr1	53806888	53807057	170	*	peak_7954
chr1	93436927	93437156	230	*	peak_7955
chr1	165462803	165463211	409	*	peak_7956
chr1	182954898	182955116	219	*	peak_7957
chr1	53809778	53810024	247	*	peak_7958
chr1	185204267	185204595	329	*	peak_7959
chr1	165876557	165876933	377	*	peak_7960
chr1	165865195	165865532	338	*	peak_7961
chr1	87090017	87090355	339	*	peak_7962
chr1	170709478	170709591	114	*	peak_7963
chr1	40683632	40683769	138	*	peak_7964
chr1	165607402	165607682	281	*	peak_7965
chr1	180807363	180807756	394	*	peak_7966
chr1	75273028	75273138	111	*	peak_7967
chr1	130933787	130933992	206	*	peak_7968
chr1	144003198	144003482	285	*	peak_7969
chr1	171440438	171440653	216	*	peak_7970
chr1	36816478	36816741	264	*	peak_7971
chr1	180168464	180168796	333	*	peak_7972
chr1	172151025	172151519	495	*	peak_7973
chr1	82731630	82732126	497	*	peak_7974
chr1	57961127	57961419	293	*	peak_7975
chr1	82725274	82725683	410	*	peak_7976
chr1	173337429	173337848	420	*	peak_7977
chr1	23100847	23101315	469	*	peak_7978
chr1	16691215	16691655	441	*	peak_7979
chr1	79805481	79805861	381	*	peak_7980
chr1	191999239	191999533	295	*	peak_7981
chr1	180811363	180811665	303	*	peak_7982
chr1	171332629	171332957	329	*	peak_7983
chr1	132993995	132994319	325	*	peak_7984
chr1	135846147	135846362	216	*	peak_7985
chr1	93753300	93753616	317	*	peak_7986
chr1	9961817	9961968	152	*	peak_7987
chr1	175966713	175967036	324	*	peak_7988
chr1	73916887	73917004	118	*	peak_7989
chr1	87481712	87481959	248	*	peak_7990
chr1	193222347	193222739	393	*	peak_7991
chr1	119743565	119743766	202	*	peak_7992
chr1	65188793	65189097	305	*	peak_7993
chr1	39199086	39199512	427	*	peak_7994
chr1	158249796	158250128	333	*	peak_7995
chr1	186626189	186626313	125	*	peak_7996
chr1	52121068	52121493	426	*	peak_7997
chr1	16395978	16396346	369	*	peak_7998
chr1	163392015	163392242	228	*	peak_7999
chr1	161242719	161242857	139	*	peak_8000
chr1	6487979	6488293	315	*	peak_8001
chr1	75550504	75550797	294	*	peak_8002
chr1	74421365	74421488	124	*	peak_8003
chr1	94039294	94039754	461	*	peak_8004
chr1	78463699	78463993	295	*	peak_8005
chr1	12694555	12694947	393	*	peak_8006
chr1	12696830	12696990	161	*	peak_8007
chr1	45922769	45922928	160	*	peak_8008
chr1	131059890	131060298	409	*	peak_8009
chr1	74605416	74605647	232	*	peak_8010
chr1	37990350	37990743	394	*	peak_8011
chr1	162672942	162673339	398	*	peak_8012
chr1	193225464	193225806	343	*	peak_8013
chr1	191352278	191352612	335	*	peak_8014
chr1	82736626	82736790	165	*	peak_8015
chr1	72584877	72585146	270	*	peak_8016
chr1	165596867	165597282	416	*	peak_8017
chr1	179962820	179962929	110	*	peak_8018
chr1	161992668	161992771	104	*	peak_8019
chr1	53198174	53198343	170	*	peak_8020
chr1	58716613	58717074	462	*	peak_8021
chr1	16645020	16645425	406	*	peak_8022
chr1	75315853	75316253	401	*	peak_8023
chr1	87215555	87216012	458	*	peak_8024
chr1	53161093	53161396	304	*	peak_8025
chr1	175882088	175882313	226	*	peak_8026
chr1	91301760	91302151	392	*	peak_8027
chr1	87388956	87389453	498	*	peak_8028
chr1	33454663	33454885	223	*	peak_8029
chr1	135133755	135133990	236	*	peak_8030
chr1	74392519	74392775	257	*	peak_8031
chr1	151369595	151369720	126	*	peak_8032
chr1	119548269	119548429	161	*	peak_8033
chr1	52852996	52853171	176	*	peak_8034
chr1	165594949	165595320	372	*	peak_8035
chr1	11264093	11264408	316	*	peak_8036
chr1	91805356	91805757	402	*	peak_8037
chr1	10041798	10042159	362	*	peak_8038
chr1	172527113	172527423	311	*	peak_8039
chr1	185333270	185333402	133	*	peak_8040
chr1	168160215	168160538	324	*	peak_8041
chr1	81079357	81079522	166	*	peak_8042
chr1	74297238	74297661	424	*	peak_8043
chr1	134760327	134760651	325	*	peak_8044
chr1	164933426	164933885	460	*	peak_8045
chr1	58587167	58587391	225	*	peak_8046
chr1	61640065	61640313	249	*	peak_8047
chr1	54396136	54396541	406	*	peak_8048
chr1	38989552	38989713	162	*	peak_8049
chr1	86583414	86583714	301	*	peak_8050
chr1	91300252	91300372	121	*	peak_8051
chr1	153467717	153468109	393	*	peak_8052
chr1	13669061	13669439	379	*	peak_8053
chr1	87477878	87478286	409	*	peak_8054
chr1	143779472	143779712	241	*	peak_8055
chr1	179754602	179754940	339	*	peak_8056
chr1	132993476	132993807	332	*	peak_8057
chr1	185286362	185286684	323	*	peak_8058
chr1	165791503	165791917	415	*	peak_8059
chr1	136183722	136183829	108	*	peak_8060
chr1	128154185	128154503	319	*	peak_8061
chr1	78463108	78463228	121	*	peak_8062
chr1	180570360	180570687	328	*	peak_8063
chr1	8365653	8365924	272	*	peak_8064
chr1	14757037	14757240	204	*	peak_8065
chr1	10041019	10041251	233	*	peak_8066
chr1	32174420	32174584	165	*	peak_8067
chr1	36513301	36513473	173	*	peak_8068
chr1	135954961	135955292	332	*	peak_8069
chr1	4492599	4492828	230	*	peak_8070
chr1	156009081	156009510	430	*	peak_8071
chr1	59166001	59166136	136	*	peak_8072
chr1	174043168	174043315	148	*	peak_8073
chr1	34852601	34852911	311	*	peak_8074
chr1	91301848	91302055	208	*	peak_8075
chr1	195142527	195142688	162	*	peak_8076
chr1	161244221	161244671	451	*	peak_8077
chr1	156808368	156808638	271	*	peak_8078
chr1	157508904	157509263	360	*	peak_8079
chr1	51471902	51472052	151	*	peak_8080
chr1	133273302	133273536	235	*	peak_8081
chr1	192497735	192498082	348	*	peak_8082
chr1	85577915	85578219	305	*	peak_8083
chr1	150452083	150452385	303	*	peak_8084
chr1	131642962	131643069	108	*	peak_8085
chr1	58531743	58532100	358	*	peak_8086
chr1	85244099	85244494	396	*	peak_8087
chr1	167002389	167002690	302	*	peak_8088
chr1	120476698	120477156	459	*	peak_8089
chr1	74970330	74970508	179	*	peak_8090
chr1	105665913	105666280	368	*	peak_8091
chr1	88267405	88267563	159	*	peak_8092
chr1	130637078	130637565	488	*	peak_8093
chr1	75213097	75213244	148	*	peak_8094
chr1	109987535	109988005	471	*	peak_8095
chr1	193225333	193225800	468	*	peak_8096
chr1	86024259	86024612	354	*	peak_8097
chr1	43935900	43936230	331	*	peak_8098
chr1	6215347	6215589	243	*	peak_8099
chr1	139459063	139459292	230	*	peak_8100
chr1	13569066	13569224	159	*	peak_8101
